,EPS Estimate,Reported EPS,Surprise(%)
2026-01-27 19:00:00-05:00,nan,nan,nan
2025-10-21 20:00:00-04:00,nan,nan,nan
2025-07-22 20:00:00-04:00,nan,nan,nan
2025-04-22 20:00:00-04:00,nan,nan,nan
2025-01-29 19:00:00-05:00,6.35,6.39,0.69
2024-10-23 20:00:00-04:00,6.07,7.0,15.29
2024-07-24 20:00:00-04:00,5.93,6.36,7.29
2024-04-24 20:00:00-04:00,5.79,6.32,9.11
2024-01-24 19:00:00-05:00,5.8,6.27,8.04
2023-10-25 20:00:00-04:00,5.81,6.18,6.41
2023-07-26 20:00:00-04:00,5.33,5.34,0.27
2023-04-26 20:00:00-04:00,5.09,5.5,8.04
